respondent,letter,cond,nword
R_aY2OXftjG5ApeTP,"Concussions are injuries to the brain, which can cause many complications including difficulties concentrating, headaches, irritability, dizziness, and could create lifelong complications such as increasing the risk for dementia. Concussions need to be taken seriously, and the most difficult part about concussions is creating an environment where athletes feel comfortable telling coaches or teammates about potential concussions.     If a concussion is ignored and not reported, symptoms and complications will continue to get worse. Reporting a concussions to first coaches/trainers, then healthcare professionals is vital to recovery.",c3,86
R_1TZHnkXVq3nLsr3,"If you don't tell someone about your concussion to get help the road to ""recovery"" will be much worse. For example, you might not perform as well as you once did. In addition there is a much greater risk of experiencing mental illnesses such as depression, anxiety, and self-doubt.    If you do tell, the road to recovery will be faster and better. Not only do you eliminate the risks associated with not telling but you can get back to everyday life.",c3,81
R_0NelhxNtXQ7z1yZ,"Remember that if you choose not to report your possible concussion, some consequences can include increased risk of dementia in the future, lack of ability to focus, increased risk for anxiety and depression, and in general not feeling well.  Remember that if you choose to report your concussion you will not be ""benched"" for as long as you will if you continue with symptoms. You will be able to return to activity, competition, and normal life much sooner if you report your concussion immediately. When in doubt - get checked out.",c3,91
R_8wDPKbrg049V39j,"I hope to remember the important message that concussions should not be taken lightly. They are serious injuries, and it is always important to tell someone if you are experiencing concussion symptoms. By not telling anyone about your symptoms, this could put you at risk for activities later in life. Not telling can also set you back from returning to your sport and can also impact your life.    I also hope to remember Paige's story. She did not tell anyone about her concussion symptoms until two days post-impact. She decided to mask her symptoms by taking pain meds instead of thinking about what was best for her. As she stated, she wished she had not waited to tell someone about her concussion symptoms as this could have negatively impacted her athletic career and her life.",c3,135
R_0IEJzzefQlVhcz3,"Listen to your body. I know you've been told this time and time again, and you often say that you're not sure how to interpret what your body is saying. While this is sometimes true, you're getting a better idea of what you need. It's time to stop making excuses and take care of yourself.     Admitting you shouldn't get on the line is difficult. However, this isn't admitting defeat. This is stepping out of the line of fire to reload, and come back at 100%. Ibuprofen isn't the answer for all your ailments. Rest, drink more water, and don't hesitate to tell the coaches what your body is doing. While nobody will be happy to hear that you're not well enough to play, it's better to hear that once than for the rest of the season. Be loud on the sideline. Show your team you're still there, even if you're not on the field. In the long run, your body will thank you.",c3,163
R_8Ijmnfo3Lsrz20R,I hope to remember that my health is the most important thing and it impacts everything I do.  Concussions affect all aspects of your life and letting one remain unchecked can have awful consequences.  I want to be able to prioritize my health and be as safe as possible.    I want to take all of my injuries seriously.  A knee injury and a head injury both deserve care.  I hope that I will always tell someone about my injuries and take the best action to get a full recovery.,c3,89
R_86TAo3AWv9aPtmB,"If you do get a concussion, tell someone. Even if you aren't completely sure, it's better to be safe than sorry. The sooner you tell someone, the sooner you'll be able to recover and return to normal activities. Don't put yourself at risk for worse injuries.    Take care of your health because it could affect other areas of your life such as academics, personal life, and mental health. The first step in taking care of your health is telling someone and seeking professional medical advice.",c3,85
R_ehudmV8d1KwTd8F,"If you have concussion symptoms, telling someone is always the right answer. If you don't you will usually feel worse physically and mentally. It can harm how you perform in sports and school as well. Telling someone allows you to get proper rest so you can return to daily life very soon, and stronger than if you didn't report right away.    Playing through the pain is not worth it. It usually ends up making the injury much worse, and can lead to more risk. Health is the number one priority.",c3,90
R_cGRYTkleXg6R00t,"A concussion changes the way your brain works. This video is based on science and discusses the consequences of not telling someone when you might have a concussion. Concussions increase your risk of injury, can make you more irritable, lead to depression, and double impact can be fatal. The path to recovery is rather painless. You might not have a concussion, and even if you do, you don't have to have complete rest.    The vignette was from a womans hockey player. She discussed getting hit from behind, feeling really disoriented and experiencing many different emotional and physical symptoms. Even with blurry vision, headache, and continued disorientation, she completed workouts and played in another game for 48h before seeking treatment. She wishes she spoke up sooner. Health is more important than your sport.",c3,132
R_a5FLfPr5DpIkFnv,"Dear future self,     If you have a concussion, you will have issues that will severely influence your future unless you don't report it. For example, you can't react to game decisions in ultimate or learn things(and you already have issues on some drills :) ), you may have higher levels of anxiety and depression, your academic performance decreases d/t ability to focus, and you become unusually irritable which can impact personal relationships. A concussion also puts you at greater risk for second impact like dementia later in life.     A concussion is when your brain injured. You need that brain to get you through graduate school, get a job and stay sane while you pursue a marriage to Aaron. Just remember that when you decide about telling someone, or not telling someone if you have head injury symptoms. But let's be real, you'll probably tell someone because you're a smart cookie. Also, God calls you to be a good steward of your body. He gave you a good one to take care of.       Sincerely, Hannah of 9/28/17",c3,176
R_ehQbmEr2HSNcV8h,"A concussion is a serious type of brain injury that can appear hours or days after the incident. Typical types of symptoms are: a nonstop headache, nausea, difficulty concentrating, balance problems/dizziness, double/fuzzy vision, sluggish/foggy mood, slowed reaction times, unusually irritable, and memory issues. These symptoms are signs from your body telling you to go get help because something is wrong.    If you have the slightest sign of a possible concussion, going to get checked can only benefit you. Not going to the doctors, can only make the situation worse. If you continue to go about your normal routine, you could make the injury worse and/or get another injury. Know the symptoms from above and be cautious of them after a blow to the body or the head.",c2,127
R_aWRM0o8ZOKJ2Ybb,"Some kind of blow to the body or head can result in a concussion. You don't have to black out/lose consciousness to get a concussion. After such an incident, be on the lookout for any symptoms related to concussions which include headaches, nausea, slowed reaction time, irritability, balance problems, fuzzy vision, etc.    Worst thing to do is ignore your symptoms and continue to participate in a physical activity where there's a possibility to take another blow to the head. If you think you have a concussion seek out a physician, take time to recover and don't ignore it! It is better in the long run to immediately address the injury as to prevent any serious complication and to allow you to get back on the court as soon as possible.",c2,130
R_3q8kJwpOBRfSWbz,"Concussions can have severe repercussions and the way to avoid permanent brain damage is to get a possible concussion checked out right away.  If there is a chance a concussion may have occurred, or you experience any of the symptoms of a concussion, consult your physician immediately because it is better to be safe than sorry.  Not getting a concussion checked out would not be beneficial to yourself or your team, and if you think you may have gotten a concussion tell someone right away.  The warning signs of concussions include headache, nausea, irritability, double vision, loss of balance, sensitivity to light and sound, slow reaction time, hard time remembering things, feeling sluggish, and difficulty concentrating.  If you experience any of these symptoms or suffered a head impact, the best thing to do would be to go to your doctor.  If you do have a concussion, avoid exercise, heavy thinking, or watching tv.  Your doctor will give you the best steps to overcoming a concussion so that you can be back playing sooner and with less consequences than having not gone to a doctor at all.  Not getting a possible concussion checked out is not worth the future problems, so go to your doctor and your future self will thank you.",c2,211
R_eUSalFmQYuJQSX3,"Concussions are functional, not structural. It's best to listen to yourself and understand what symptoms you are experiencing if you feel like you might have experienced one. Some symptoms include prolonged headaches, sensitivity to light or noise, feeling foggy or groggy, and moving in slow motion. Pay attention if you ever hit your head and start feeling symptoms that go beyond just a normal headache.     Especially since you've already had a few, it's important that you speak up and protect yourself if you start feeling concussion symptoms. The only thing that can make it worse is not healing properly. LET YOUR BRAIN REST!! And worry about the responsibilities later. You only get one brain.",c2,114
R_8oipVOGR8otH5eB,"A concussion is a brain injury. It is important to know the symptoms of a concussion. These include things like headaches, nausea, fuzzy vision, bad balance, dizziness, sensitivity to light or sound, being irritable, and being unable to remember things. You don't have to be unconscious to get a concussion.     It is super important to let someone know if something isn't feeling right. You shouldn't ignore these signs. Tell someone and stop playing your sport if it is putting you at risk. You should get checked out by a doctor even if you aren't sure you have a concussion. Just listen to the signs your body is trying to give you.",c2,111
R_b91Pc6sw14GsnrL,"A concussion is a brain injury that presents a variety of possible symptoms. These symptoms include things like blurred/double vision, slowed reaction time, headache, nausea, groggy/foggy feelings, feeling more irritable than usual, trouble remembering things or feelings of confusion, feelings of dizziness and trouble maintaining balance, and an inability to focus and concentrate. Not all of these symptoms have to happen at once for someone to have a concussion.   It is important to know when to take action for a concussion, because it is a brain injury. Doing things like studying, playing video games, or exercising can make a concussion worse. There are three things that you can do if you think you have a concussion, and these include going to a healthcare professional to be assessed as to whether or not you have a concussion, taking time off from activities to allow the brain to recover, and most importantly, a possible concussion should not be ignored.",c2,157
R_3w7IAymtaYP1WS1,"Concussions affect everyone differently. You can experience different symptoms than someone else, and you can even experience different symptoms for different concussions. It is important to be able to recognize all different kinds of symptoms of a concussion so you can report it and heal safer and quicker than you would otherwise.    Some common symptoms are headache, nausea, lack of concentration, and dizziness. There are still many more symptoms that can occur. Be able to recognize the majority of symptoms and make sure to tell someone as soon as you do.",c2,91
R_1LJHXhNKv0onwrj,"Concussions are a serious matter.  If you have a concussion common signs and symptoms include; difficulty concentrating, feeling usually irritable, trouble remembering thins, feelings confused, headache, nausea, slowed reaction time, and not feeling quite right. If you do not take these seriously can cause symptoms to worse and last for a longer duration.      Concussions can impact you in a variety of ways.  It can make tasks hard to complete and affect their balance and vision.  Additionally, it can negatively impact you school work as concussions may make it difficult to look at screens.  By not taking concussions seriously and continually competing can make symptoms worse.  If you think you may have a concussion important things to do include tell a health care profession, take time to recover, do not ignore a concussion.",c2,132
R_enUb09Y2s4IR0sR,"Concussions can have a major long term impact on one's life. If not reported, an athlete experiences greater risk for other types of injuries as well as second impact, and other mental health problems. Additionally, an untreated concussion can greatly impact both academic and athletic performance. Because of this, an athlete should never feel as though he or she cannot report suspected concussion symptoms.    On the other hand, if treated correctly, a concussion is not a barrier to returning to competition and life. After receiving proper care, and going through the correct treatment such as a short rest period, and athlete can gradually return to competition without greater risk for other injuries and symptoms.",c3,114
R_79xJWWFeciVssrX,"If I should ever feel as though I have a concussion, I must report it and see a doctor. it is not worth what ever reason I have not to report it. Not reporting a concussion will not help me heal and could cause worse effects.",c3,46
R_b7xtl3LSsbcsDmB,"Dear Future Self,    there are many reasons why you may not want to go to a doctor when you may have a concussion. There isn't enough time in the day or you may not even have a concussion. But not going to the doctor can lead to worse symptoms that will cause you to have to take an even longer break from your normal life. Your symptoms will get worse and you risk hurting yourself even more.      Please go to the doctor right away. They can tell you for sure if you have a concussion and get you the treatment you need to get back to your everyday life. It is important to yourself, your family, your friends and your teammates that you take care of yourself. You are no go to anyone, especially yourself, while injured.     sincerely  Past You",c3,140
R_2rFhaVkFRTxy8M5,"As athletes often put the game or the team before ourselves. We feel the pressure to push through issues that we have because we can manage them on our own. Our health is the number 1 priority for the team and more so ourselves. If we are not at 100% then we are not able to help the team, in the extreme we can cause further harm to ourselves or a teammate.     When you feel that you have had an injury say something to a medical professional. The injury might be something small. In the case that is more serious, like a concussion, you will have started the process earlier and will be able to return to normal health quick thus return to play.",c3,124
R_8ljyaWB28tpLGyV,"There are a lot of outcomes for someone who doesn't tell and someone who does tell about a possible concussion. If you don't tell someone, you will feel worse and potentially experience higher levels of depression. You will also perform poorly academically and athletically and it will take a longer time to recover from this. On the other side, if you do tell someone you can receive treatment to let your brain rest and recover and return to your activity and every day life. When you are in doubt, it is better to get it checked out because it is better miss one game than an entire season.     The short story from the Yale hockey player shows that she realizes that she should have followed her instincts that there might be something wrong with her head. Since she didn't tell anyone, she had a longer recovery and a more difficult time getting back into the game. She advises all athletes to get it checked out if you are worried about a possible head injury or concussion.",c3,176
R_b8IkALtJKIXRejX,"When deciding whether or not to report a possible concussion, it's important to understand the consequences of either decision.  If untreated, concussions can have serious long-term effects such as decreased athletic ability, depression, or even a second hit leading to death.      These risks show why it's important to report a possible concussion, despite pressure to push through the pain.  Seeking medical attention can seriously improve symptoms and prevent long-term problems associated with head trauma.",c3,74
R_8qUP5PQP56foMjb,"When it comes to health, a cautious approach is best. If you think you might have a concussion you should tell someone. The benefits you might gain from keeping it to yourself, avoiding a doctors visit or two and getting to play in your next game, are far outweighed by the risks such as further injury, long recovery, and serious impact on your daily life. If you report a suspected concussion and it turns out to be nothing, you have the peace of mind that you are okay. If you don't report a suspected concussion and it turns out to actually be a concussion, you will greatly regret the decision not to report it.     An extra practice or game is not worth all of the negative consequences the video listed, especially the potential impact on academic performance. Club sports should be a fun addition to academics in college,  but academics are far more important. Putting your grades and potentially your future in jeopardy for club sports is a terrible idea.",c3,170
R_8HUC4wWRmaYT9YN,"When in doubt, get checked out",c3,6
R_2le2S7CoNPpd3iR,SYMPTONS:  -severe headaches  -nausea  -fuzzy vision  -sensitivity to light or noise  -feel sluggish  -slowed reaction time,c2,16
